Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident
14:15:00,Sunday,Unknown,Male,Writing & reading,Employee,Below 1yr,Automobile,Owner,No defect,Office areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Getting off the vehicle improperly
9:25:00,Friday,18-30,Male,Junior high school,Employee,1-2yr,Automobile,Owner,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Unknown,Pedestrian,Female,Under 18,3,Employee,Normal,Crossing from driver's nearside,No distancing
4:50:00,Thursday,18-30,Male,High school,Employee,5-10yr,Lorry (41?100Q),Owner,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,1,1,Going straight,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Driving at high speed
21:40:00,Wednesday,18-30,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Windy,Collision with roadside objects,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing
7:35:00,Monday,Over 51,Male,Unknown,Employee,Below 1yr,Public (13?45 seats),Organization,No defect,  Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,3,2,Going straight,Driver or rider,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Moving Backward
19:55:00,Sunday,31-50,Male,High school,Employee,2-5yr,Taxi,Owner,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Snow,Collision with roadside objects,2,2,Going straight,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right
5:20:00,Thursday,31-50,Male,Junior high school,Employee,Above 10yr,Public (13?45 seats),Owner,No defect,Residential areas,other,Tangent road with rolling terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,2,1,Overtaking,na,na,na,na,Driver,Normal,Not a Pedestrian,Overspeed
16:22:00,Friday,31-50,Male,Elementary school,Owner,5-10yr,Lorry (41?100Q),Owner,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,4,3,Going straight,Driver or rider,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Changing lane to the right
15:45:00,Friday,31-50,Male,Junior high school,Employee,2-5yr,Bajaj,Owner,No defect,School areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing
10:05:00,Thursday,31-50,Male,Junior high school,Employee,5-10yr,Long lorry,Governmental,No defect,Office areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Getting off,Pedestrian,Female,18-30,3,Self-employed,Normal,Not a Pedestrian,Driving carelessly
10:40:00,Wednesday,Unknown,Male,High school,Employee,Above 10yr,Public (> 45 seats),Owner,No defect,Other,Undivided Two way,Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,3,3,Moving Backward,Passenger,Female,Over 51,3,Driver,Normal,Not a Pedestrian,No priority to vehicle
17:09:00,Saturday,31-50,Male,Junior high school,Employee,1-2yr,Public (13?45 seats),Owner,No defect,Other,Undivided Two way,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs
19:15:00,Wednesday,Unknown,Male,Junior high school,Employee,5-10yr,Long lorry,Owner,No defect,Other,other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Turnover,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing
13:50:00,Saturday,31-50,Male,Elementary school,Employee,5-10yr,Ridden horse,Owner,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Unknown,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing
8:05:00,Wednesday,Unknown,Male,Elementary school,Employee,5-10yr,Automobile,Owner,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,T Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Driver or rider,Male,Under 18,3,Driver,Normal,Not a Pedestrian,Other
15:52:00,Friday,31-50,Male,Junior high school,Employee,Above 10yr,Public (12 seats),Owner,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the right
16:37:00,Friday,18-30,Male,Junior high school,Owner,Above 10yr,Public (13?45 seats),Owner,No defect,Office areas,Undivided Two way,Escarpments,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward
11:50:00,Monday,18-30,Male,Junior high school,Employee,2-5yr,Taxi,Owner,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Passenger,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left
8:20:00,Friday,31-50,Male,Writing & reading,Employee,Below 1yr,Public (12 seats),Organization,No defect, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs
17:50:00,Saturday,31-50,Male,Junior high school,Employee,1-2yr,Automobile,Owner,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,3,Driver,Normal,Not a Pedestrian,No distancing
16:00:00,Wednesday,31-50,Male,High school,Employee,Above 10yr,Taxi,Owner,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right
17:00:00,Tuesday,18-30,Male,Elementary school,Owner,5-10yr,Other,Owner,No defect,Office areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left
6:50:00,Wednesday,Under 18,Male,Junior high school,Employee,5-10yr,Other,Governmental,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,31-50,3,Self-employed,Normal,Unknown or other,No priority to pedestrian
17:45:00,Sunday,18-30,Male,Above high school,Employee,2-5yr,Motorcycle,Owner,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,Under 18,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle
12:10:00,Friday,18-30,Male,Junior high school,Employee,5-10yr,Public (12 seats),Owner,No defect, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving to the left
15:30:00,Thursday,31-50,Male,Elementary school,Employee,5-10yr,Automobile,Owner,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,18-30,2,Driver,Normal,Not a Pedestrian,No priority to vehicle
8:07:00,Friday,31-50,Male,Junior high school,Employee,Above 10yr,Public (> 45 seats),Owner,No defect, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing
17:00:00,Tuesday,31-50,Male,Junior high school,Employee,Above 10yr,Other,Owner,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside-parked vehicles,2,1,Going straight,na,na,na,na,Employee,Normal,Not a Pedestrian,Changing lane to the left
21:25:00,Thursday,Unknown,Male,Junior high school,Employee,5-10yr,Public (12 seats),Owner,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Other,Collision with roadside objects,2,1,Reversing,Driver or rider,Male,Under 18,2,Driver,Normal,Not a Pedestrian,Changing lane to the right
7:52:00,Monday,18-30,Male,Elementary school,Other,Above 10yr,Pick up upto 10Q,Governmental,No defect,Other,One way,Tangent road with flat terrain,Unknown,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward
12:00:00,Saturday,Over 51,Male,Junior high school,Employee,Above 10yr,Stationwagen,Governmental,No defect,Residential areas,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Turnover,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs
21:38:00,Wednesday,Unknown,Female,Junior high school,Employee,5-10yr,Automobile,Owner,No defect,  Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Gravel roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing
17:35:00,Friday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Governmental,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Other,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No priority to vehicle
10:12:00,Monday,Unknown,Male,Junior high school,Employee,5-10yr,Pick up upto 10Q,Owner,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Driving at high speed
13:40:00,Sunday,18-30,Male,Elementary school,Employee,Above 10yr,Automobile,Owner,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,7,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs
12:55:00,Monday,18-30,Male,Elementary school,Employee,5-10yr,Automobile,Owner,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward
16:00:00,Tuesday,Over 51,Male,Junior high school,Employee,5-10yr,Stationwagen,Owner,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Pedestrian,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Driving carelessly
19:40:00,Wednesday,Unknown,Male,Junior high school,Owner,2-5yr,Lorry (41?100Q),Owner,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward
18:49:00,Thursday,31-50,Male,Elementary school,Employee,2-5yr,Public (13?45 seats),Owner,No defect,Office areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing
6:15:00,Wednesday,31-50,Male,High school,Employee,1-2yr,Pick up upto 10Q,Owner,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right
10:40:00,Sunday,31-50,Male,Junior high school,Owner,1-2yr,Automobile,Owner,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Other,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right
21:30:00,Friday,31-50,Male,Junior high school,Employee,1-2yr,Other,Owner,No defect,Other,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Moving Backward,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly
19:47:00,Friday,Unknown,Female,Junior high school,Employee,Below 1yr,Automobile,Owner,No defect, Industrial areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,4,4,Moving Backward,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right
0:29:00,Wednesday,Under 18,Male,Junior high school,Employee,5-10yr,Pick up upto 10Q,Owner,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Pedestrian,Female,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right
7:36:00,Monday,Over 51,Male,Elementary school,Employee,1-2yr,Automobile,Owner,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Passenger,Female,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly
18:29:00,Thursday,Over 51,Male,Elementary school,Employee,5-10yr,Public (12 seats),Owner,No defect, Industrial areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,4,Moving Backward,na,na,na,na,Employee,Normal,Not a Pedestrian,Changing lane to the right
5:35:00,Friday,31-50,Male,Junior high school,Employee,Above 10yr,Other,Owner,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Moving Backward
14:20:00,Friday,31-50,Male,Illiterate,Owner,1-2yr,Automobile,Owner,No defect,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving at high speed
16:35:00,Monday,31-50,Male,Junior high school,Employee,2-5yr,Public (12 seats),Owner,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,T Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the left
11:30:00,Friday,Unknown,Male,Junior high school,Employee,5-10yr,Automobile,Owner,No defect,School areas,Double carriageway (median),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Pedestrian,Female,31-50,3,Driver,Normal,Unknown or other,Driving to the left
17:44:00,Friday,Under 18,Male,Junior high school,Employee,5-10yr,Public (13?45 seats),Owner,No defect,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left
